id_zaliczenie,id_przed,nr_albumu,nr_wykl,ocena,termin,Data
5099,1,2099,1,3,2,06.04.2023
5100,1,2100,1,4,2,06.04.2023
5101,1,2101,1,4,2,06.04.2023
5102,1,2102,1,4,2,06.04.2023
5103,1,2103,1,3,2,06.04.2023
5104,1,2104,1,3,2,06.04.2023
5105,1,2105,1,3,2,06.04.2023
5106,1,2106,1,5,2,06.04.2023
5107,1,2107,1,3,2,06.04.2023
5108,1,2108,1,3,2,06.04.2023
5109,1,2109,1,5,2,06.04.2023
5110,1,2110,1,4,2,06.04.2023
5111,1,2111,1,3,2,06.04.2023
5112,1,2112,1,3,2,06.04.2023
5113,1,2113,1,5,2,06.04.2023
5114,1,2114,1,4,2,06.04.2023
5115,1,2115,1,5,2,06.04.2023
5116,1,2116,1,4,2,06.04.2023
5117,1,2117,1,4,2,06.04.2023
5118,1,2118,1,3,2,06.04.2023
5119,1,2119,1,5,2,06.04.2023
5120,1,2120,1,4,2,06.04.2023
5121,1,2121,1,3,2,06.04.2023
5122,1,2122,1,4,2,06.04.2023
5123,1,2123,1,4,2,06.04.2023
5124,1,2124,1,4,2,06.04.2023
5125,1,2125,1,3,2,06.04.2023
5126,1,2126,1,4,2,06.04.2023
5127,1,2127,1,4,2,06.04.2023
5128,1,2128,1,4,2,06.04.2023
5129,1,2129,1,4,2,06.04.2023
5130,1,2130,1,4,2,06.04.2023
5131,1,2131,1,4,2,06.04.2023
5132,1,2132,1,4,2,06.04.2023
5133,1,2133,1,3,2,06.04.2023
5134,1,2134,1,4,2,06.04.2023
5135,1,2135,1,4,2,06.04.2023
5136,1,2136,1,4,2,06.04.2023
5137,1,2137,1,4,2,06.04.2023
5138,1,2138,1,4,2,06.04.2023
5139,1,2139,1,3,2,06.04.2023
5140,1,2140,1,3,2,06.04.2023
5141,1,2141,1,4,2,06.04.2023
5142,1,2142,1,3,2,06.04.2023
5143,1,2143,1,5,2,06.04.2023
5144,1,2144,1,4,2,06.04.2023
5145,1,2145,1,3,2,06.04.2023
5146,1,2146,1,5,2,06.04.2023
5147,1,2147,1,5,2,06.04.2023
5148,1,2148,1,5,2,06.04.2023
5149,1,2149,1,5,2,06.04.2023
5150,1,2150,1,5,2,06.04.2023
5151,1,2151,1,5,2,06.04.2023
5152,1,2152,1,4,2,06.04.2023
5153,1,2153,1,5,2,06.04.2023
5154,1,2154,1,4,2,06.04.2023
5155,1,2155,1,5,2,06.04.2023
5156,1,2156,1,4,2,06.04.2023
5157,1,2157,1,4,2,06.04.2023
5158,1,2158,1,3,2,06.04.2023
5159,1,2159,1,4,2,06.04.2023
5160,1,2160,1,3,2,06.04.2023
5161,1,2161,1,3,2,06.04.2023
5162,1,2162,1,5,2,06.04.2023
5163,1,2163,1,4,2,06.04.2023
5164,1,2164,1,3,2,06.04.2023
5165,1,2165,1,4,2,06.04.2023
5166,1,2166,1,4,2,06.04.2023
5167,1,2167,1,5,2,06.04.2023
5168,1,2168,1,4,2,06.04.2023
5169,1,2169,1,4,2,06.04.2023
5170,1,2170,1,4,2,06.04.2023
5171,1,2171,1,5,2,06.04.2023
5172,1,2172,1,5,2,06.04.2023
5173,1,2173,1,4,2,06.04.2023
5174,1,2174,1,4,2,06.04.2023
5175,1,2175,1,3,2,06.04.2023
5176,1,2176,1,4,2,06.04.2023
5177,1,2177,1,3,2,06.04.2023
5178,1,2178,1,4,2,06.04.2023
5179,1,2179,1,5,2,06.04.2023
5180,1,2180,1,3,2,06.04.2023
5181,1,2181,1,5,2,06.04.2023
5182,1,2182,1,3,2,06.04.2023
5183,1,2183,1,4,2,06.04.2023
5184,1,2184,1,3,2,06.04.2023
5185,1,2185,1,3,2,06.04.2023
5186,1,2186,1,4,2,06.04.2023
5187,1,2187,1,5,2,06.04.2023
5188,1,2188,1,5,2,06.04.2023
5189,1,2189,1,4,2,06.04.2023
5190,1,2190,1,3,2,06.04.2023
5191,1,2191,1,3,2,06.04.2023
5192,1,2192,1,4,2,06.04.2023
5193,1,2193,1,4,2,06.04.2023
5194,1,2194,1,4,2,06.04.2023
5195,1,2195,1,4,2,06.04.2023
5196,1,2196,1,4,2,06.04.2023
5197,1,2197,1,4,2,06.04.2023
5198,1,2198,1,4,2,06.04.2023
5199,1,2199,1,5,2,06.04.2023
5200,1,2200,1,4,2,06.04.2023
5201,1,2201,1,3,2,06.04.2023
5202,1,2202,1,4,2,06.04.2023
5203,1,2203,1,5,2,06.04.2023
5204,1,2204,1,3,2,06.04.2023
5205,1,2205,1,5,2,06.04.2023
5206,1,2206,1,5,2,06.04.2023
5207,1,2207,1,4,2,06.04.2023
5208,1,2208,1,5,2,06.04.2023
5209,1,2209,1,5,2,06.04.2023
5210,1,2210,1,3,2,06.04.2023
5211,1,2211,1,4,2,06.04.2023
5212,1,2212,1,4,2,06.04.2023
5213,1,2213,1,3,2,06.04.2023
5214,1,2214,1,4,2,06.04.2023
5215,1,2215,1,4,2,06.04.2023
5216,1,2216,1,3,2,06.04.2023
5217,1,2217,1,5,2,06.04.2023
5218,1,2218,1,3,2,06.04.2023
5219,1,2219,1,4,2,06.04.2023
5220,1,2220,1,4,2,06.04.2023
5221,1,2221,1,3,2,06.04.2023
5222,1,2222,1,4,2,06.04.2023
5223,1,2223,1,4,2,06.04.2023
5224,1,2224,1,3,2,06.04.2023
5225,1,2225,1,5,2,06.04.2023
5226,1,2226,1,4,2,06.04.2023
5227,1,2227,1,3,2,06.04.2023
5228,1,2228,1,4,2,06.04.2023
5229,1,2229,1,4,2,06.04.2023
5230,1,2230,1,4,2,06.04.2023
5231,1,2231,1,3,2,06.04.2023
5232,1,2232,1,4,2,06.04.2023
5233,1,2233,1,3,2,06.04.2023
5234,1,2234,1,5,2,06.04.2023
5235,1,2235,1,4,2,06.04.2023
5236,1,2236,1,4,2,06.04.2023
5237,1,2237,1,5,2,06.04.2023
5238,1,2238,1,4,2,06.04.2023
5239,1,2239,1,3,2,06.04.2023
5240,1,2240,1,3,2,06.04.2023
5241,1,2241,1,3,2,06.04.2023
5242,1,2242,1,4,2,06.04.2023
5243,1,2243,1,3,2,06.04.2023
5244,1,2244,1,3,2,06.04.2023
5245,1,2245,1,4,2,06.04.2023
5246,1,2246,1,4,2,06.04.2023
5247,1,2247,1,4,2,06.04.2023
5248,1,2248,1,4,2,06.04.2023
5249,1,2249,1,3,2,06.04.2023
5250,1,2250,1,3,2,06.04.2023
5251,1,2251,1,5,2,06.04.2023
5252,1,2252,1,5,2,06.04.2023
5253,1,2253,1,5,2,06.04.2023
5254,1,2254,1,5,2,06.04.2023
5255,1,2255,1,3,2,06.04.2023
5256,1,2256,1,5,2,06.04.2023
5257,1,2257,1,5,2,06.04.2023
5258,1,2258,1,5,2,06.04.2023
5259,1,2259,1,4,2,06.04.2023
5260,1,2260,1,5,2,06.04.2023
5261,1,2261,1,4,2,06.04.2023
5262,1,2262,1,3,2,06.04.2023
5263,1,2263,1,3,2,06.04.2023
5264,1,2264,1,5,2,06.04.2023
5265,1,2265,1,4,2,06.04.2023
5266,1,2266,1,3,2,06.04.2023
5267,1,2267,1,4,2,06.04.2023
5268,1,2268,1,3,2,06.04.2023
5269,1,2269,1,4,2,06.04.2023
5270,1,2270,1,3,2,06.04.2023
5271,1,2271,1,4,2,06.04.2023
5272,1,2272,1,5,2,06.04.2023
5273,1,2273,1,4,2,06.04.2023
5274,1,2274,1,4,2,06.04.2023
5275,1,2275,1,4,2,06.04.2023
5276,1,2276,1,4,2,06.04.2023
5277,1,2277,1,5,2,06.04.2023
5278,1,2278,1,5,2,06.04.2023
5279,1,2279,1,4,2,06.04.2023
5280,1,2280,1,4,2,06.04.2023
5281,1,2281,1,3,2,06.04.2023
5282,1,2282,1,3,2,06.04.2023
5283,1,2283,1,4,2,06.04.2023
5284,1,2284,1,4,2,06.04.2023
5285,1,2285,1,5,2,06.04.2023
5286,1,2286,1,4,2,06.04.2023
5287,1,2287,1,4,2,06.04.2023
5288,1,2288,1,3,2,06.04.2023
5289,1,2289,1,3,2,06.04.2023
5290,1,2290,1,4,2,06.04.2023
5291,1,2291,1,3,2,06.04.2023
5292,1,2292,1,5,2,06.04.2023
5293,1,2293,1,3,2,06.04.2023
5294,1,2294,1,5,2,06.04.2023
5295,1,2295,1,5,2,06.04.2023
5296,1,2296,1,5,2,06.04.2023
5297,1,2297,1,4,2,06.04.2023
5298,1,2298,1,3,2,06.04.2023
5299,1,2299,1,5,2,06.04.2023
5300,1,2300,1,3,2,06.04.2023
5301,1,2301,1,3,2,06.04.2023
5302,1,2302,1,4,2,06.04.2023
5303,1,2303,1,5,2,06.04.2023
5304,1,2304,1,4,2,06.04.2023
5305,1,2305,1,4,2,06.04.2023
5306,1,2306,1,3,2,06.04.2023
5307,1,2307,1,4,2,06.04.2023
5308,1,2308,1,4,2,06.04.2023
5309,1,2309,1,4,2,06.04.2023
5310,1,2310,1,4,2,06.04.2023
5311,1,2311,1,3,2,06.04.2023
5312,1,2312,1,4,2,06.04.2023
5313,1,2313,1,4,2,06.04.2023
5314,1,2314,1,4,2,06.04.2023
5315,1,2315,1,5,2,06.04.2023
5316,1,2316,1,5,2,06.04.2023
5317,1,2317,1,3,2,06.04.2023
5318,1,2318,1,4,2,06.04.2023
5319,1,2319,1,4,2,06.04.2023
5320,1,2320,1,3,2,06.04.2023
5321,1,2321,1,4,2,06.04.2023
5322,1,2322,1,3,2,06.04.2023
5323,1,2323,1,4,2,06.04.2023
5324,1,2324,1,4,2,06.04.2023
5325,1,2325,1,4,2,06.04.2023
5326,1,2326,1,5,2,06.04.2023
5327,1,2327,1,3,2,06.04.2023
5328,1,2328,1,4,2,06.04.2023
5329,1,2329,1,3,2,06.04.2023
5330,1,2330,1,5,2,06.04.2023
5331,1,2331,1,3,2,06.04.2023
5332,1,2332,1,4,2,06.04.2023
5333,1,2333,1,3,2,06.04.2023
5334,1,2334,1,4,2,06.04.2023
5335,1,2335,1,3,2,06.04.2023
5336,1,2336,1,4,2,06.04.2023
5337,1,2337,1,4,2,06.04.2023
5338,1,2338,1,4,2,06.04.2023
5339,1,2339,1,4,2,06.04.2023
5340,1,2340,1,4,2,06.04.2023
5341,1,2341,1,3,2,06.04.2023
5342,1,2342,1,4,2,06.04.2023
5343,1,2343,1,4,2,06.04.2023
5344,1,2344,1,3,2,06.04.2023
5345,1,2345,1,5,2,06.04.2023
5346,1,2346,1,4,2,06.04.2023
5347,1,2347,1,5,2,06.04.2023
5348,1,2348,1,4,2,06.04.2023
5349,1,2349,1,3,2,06.04.2023
5350,1,2350,1,5,2,06.04.2023
5351,1,2351,1,4,2,06.04.2023
5352,1,2352,1,3,2,06.04.2023
5353,1,2353,1,5,2,06.04.2023
5354,1,2354,1,3,2,06.04.2023
5355,1,2355,1,4,2,06.04.2023
5356,1,2356,1,4,2,06.04.2023
5357,1,2357,1,5,2,06.04.2023
5358,1,2358,1,4,2,06.04.2023
5359,1,2359,1,5,2,06.04.2023
5360,1,2360,1,4,2,06.04.2023
5361,1,2361,1,3,2,06.04.2023
5362,1,2362,1,3,2,06.04.2023
5363,1,2363,1,4,2,06.04.2023
5364,1,2364,1,4,2,06.04.2023
5365,1,2365,1,3,2,06.04.2023
5366,1,2366,1,4,2,06.04.2023
5367,1,2367,1,3,2,06.04.2023
5368,1,2368,1,4,2,06.04.2023
5369,1,2369,1,4,2,06.04.2023
5370,1,2370,1,4,2,06.04.2023
5371,1,2371,1,4,2,06.04.2023
5372,1,2372,1,4,2,06.04.2023
5373,1,2373,1,5,2,06.04.2023
5374,1,2374,1,3,2,06.04.2023
5375,1,2375,1,3,2,06.04.2023
5376,1,2376,1,5,2,06.04.2023
5377,1,2377,1,4,2,06.04.2023
5378,1,2378,1,3,2,06.04.2023
5379,1,2379,1,4,2,06.04.2023
5380,1,2380,1,3,2,06.04.2023
5381,1,2381,1,5,2,06.04.2023
5382,1,2382,1,5,2,06.04.2023
5383,1,2383,1,5,2,06.04.2023
5384,1,2384,1,4,2,06.04.2023
5385,1,2385,1,5,2,06.04.2023
5386,1,2386,1,4,2,06.04.2023
5387,1,2387,1,4,2,06.04.2023
5388,1,2388,1,3,2,06.04.2023
5389,1,2389,1,5,2,06.04.2023
5390,1,2390,1,4,2,06.04.2023
5391,1,2391,1,5,2,06.04.2023
5392,1,2392,1,4,2,06.04.2023
5393,1,2393,1,4,2,06.04.2023
5394,1,2394,1,4,2,06.04.2023
5395,1,2395,1,5,2,06.04.2023
5396,1,2396,1,4,2,06.04.2023
5397,1,2397,1,4,2,06.04.2023
5398,1,2398,1,4,2,06.04.2023
5399,1,2399,1,4,2,06.04.2023
5400,1,2400,1,5,2,06.04.2023
5401,1,2401,1,4,2,06.04.2023
5402,1,2402,1,4,2,06.04.2023
5403,1,2403,1,4,2,06.04.2023
5404,1,2404,1,5,2,06.04.2023
5405,1,2405,1,5,2,06.04.2023
5406,1,2406,1,4,2,06.04.2023
5407,1,2407,1,4,2,06.04.2023
5408,1,2408,1,3,2,06.04.2023
5409,1,2409,1,5,2,06.04.2023
5410,1,2410,1,3,2,06.04.2023
5411,1,2411,1,3,2,06.04.2023
5412,1,2412,1,4,2,06.04.2023
5413,1,2413,1,5,2,06.04.2023
5414,1,2414,1,5,2,06.04.2023
5415,1,2415,1,4,2,06.04.2023
5416,1,2416,1,4,2,06.04.2023
5417,1,2417,1,4,2,06.04.2023
5418,1,2418,1,3,2,06.04.2023
5419,1,2419,1,4,2,06.04.2023
5420,1,2420,1,4,2,06.04.2023
5421,1,2421,1,4,2,06.04.2023
5422,1,2422,1,4,2,06.04.2023
5423,1,2423,1,5,2,06.04.2023
5424,1,2424,1,4,2,06.04.2023
5425,1,2425,1,5,2,06.04.2023
5426,1,2426,1,3,2,06.04.2023
5427,1,2427,1,3,2,06.04.2023
5428,1,2428,1,4,2,06.04.2023
5429,1,2429,1,4,2,06.04.2023
5430,1,2430,1,4,2,06.04.2023
5431,1,2431,1,4,2,06.04.2023
5432,1,2432,1,4,2,06.04.2023
5433,1,2433,1,3,2,06.04.2023
5434,1,2434,1,5,2,06.04.2023
5435,1,2435,1,3,2,06.04.2023
5436,1,2436,1,4,2,06.04.2023
5437,1,2437,1,5,2,06.04.2023
5438,1,2438,1,3,2,06.04.2023
5439,1,2439,1,3,2,06.04.2023
5440,1,2440,1,4,2,06.04.2023
5441,1,2441,1,3,2,06.04.2023
5442,1,2442,1,5,2,06.04.2023
5443,1,2443,1,5,2,06.04.2023
5444,1,2444,1,4,2,06.04.2023
5445,1,2445,1,3,2,06.04.2023
5446,1,2446,1,5,2,06.04.2023
5447,1,2447,1,4,2,06.04.2023
5448,1,2448,1,4,2,06.04.2023
5449,1,2449,1,4,2,06.04.2023
5450,1,2450,1,4,2,06.04.2023
5451,1,2451,1,4,2,06.04.2023
5452,1,2452,1,3,2,06.04.2023
5453,1,2453,1,4,2,06.04.2023
5454,1,2454,1,4,2,06.04.2023
5455,1,2455,1,4,2,06.04.2023
5456,1,2456,1,4,2,06.04.2023
5457,1,2457,1,4,2,06.04.2023
5458,1,2458,1,4,2,06.04.2023
5459,1,2459,1,5,2,06.04.2023
5460,1,2460,1,3,2,06.04.2023
5461,1,2461,1,3,2,06.04.2023
5462,1,2462,1,4,2,06.04.2023
5463,1,2463,1,5,2,06.04.2023
5464,1,2464,1,5,2,06.04.2023
5465,1,2465,1,4,2,06.04.2023
5466,1,2466,1,4,2,06.04.2023
5467,1,2467,1,3,2,06.04.2023
5468,1,2468,1,4,2,06.04.2023
5469,1,2469,1,4,2,06.04.2023
5470,1,2470,1,4,2,06.04.2023
5471,1,2471,1,5,2,06.04.2023
5472,1,2472,1,4,2,06.04.2023
5473,1,2473,1,4,2,06.04.2023
5474,1,2474,1,5,2,06.04.2023
5475,1,2475,1,5,2,06.04.2023
5476,1,2476,1,4,2,06.04.2023
5477,1,2477,1,5,2,06.04.2023
5478,1,2478,1,4,2,06.04.2023
5479,1,2479,1,4,2,06.04.2023
5480,1,2480,1,4,2,06.04.2023
5481,1,2481,1,5,2,06.04.2023
5482,1,2482,1,5,2,06.04.2023
5483,1,2483,1,4,2,06.04.2023
5484,1,2484,1,3,2,06.04.2023
5485,1,2485,1,4,2,06.04.2023
5486,1,2486,1,4,2,06.04.2023
5487,1,2487,1,3,2,06.04.2023
5488,1,2488,1,4,2,06.04.2023
5489,1,2489,1,4,2,06.04.2023
5490,1,2490,1,4,2,06.04.2023
5491,1,2491,1,4,2,06.04.2023
5492,1,2492,1,4,2,06.04.2023
5493,1,2493,1,3,2,06.04.2023
5494,1,2494,1,4,2,06.04.2023
5495,1,2495,1,4,2,06.04.2023
5496,1,2496,1,4,2,06.04.2023
5497,1,2497,1,4,2,06.04.2023
5498,1,2498,1,4,2,06.04.2023
5499,1,2499,1,4,2,06.04.2023
5500,1,2500,1,4,2,06.04.2023
5501,1,2501,1,3,2,06.04.2023
5502,1,2502,1,5,2,06.04.2023
5503,1,2503,1,4,2,06.04.2023
5504,1,2504,1,5,2,06.04.2023
5505,1,2505,1,5,2,06.04.2023
5506,1,2506,1,5,2,06.04.2023
5507,1,2507,1,4,2,06.04.2023
5508,1,2508,1,3,2,06.04.2023
5509,1,2509,1,3,2,06.04.2023
5510,1,2510,1,5,2,06.04.2023
5511,1,2511,1,3,2,06.04.2023
5512,1,2512,1,4,2,06.04.2023
5513,1,2513,1,4,2,06.04.2023
5514,1,2514,1,4,2,06.04.2023
5515,1,2515,1,5,2,06.04.2023
5516,1,2516,1,4,2,06.04.2023
5517,1,2517,1,4,2,06.04.2023
5518,1,2518,1,4,2,06.04.2023
5519,1,2519,1,4,2,06.04.2023
5520,1,2520,1,5,2,06.04.2023
5521,1,2521,1,4,2,06.04.2023
5522,1,2522,1,3,2,06.04.2023
5523,1,2523,1,3,2,06.04.2023
5524,1,2524,1,4,2,06.04.2023
5525,1,2525,1,5,2,06.04.2023
5526,1,2526,1,4,2,06.04.2023
5527,1,2527,1,3,2,06.04.2023
5528,1,2528,1,5,2,06.04.2023
5529,1,2529,1,4,2,06.04.2023
5530,1,2530,1,4,2,06.04.2023
5531,1,2531,1,3,2,06.04.2023
5532,1,2532,1,4,2,06.04.2023
5533,1,2533,1,4,2,06.04.2023
5534,1,2534,1,4,2,06.04.2023
5535,1,2535,1,3,2,06.04.2023
5536,1,2536,1,4,2,06.04.2023
5537,1,2537,1,4,2,06.04.2023
5538,1,2538,1,5,2,06.04.2023
5539,1,2539,1,5,2,06.04.2023
5540,1,2540,1,4,2,06.04.2023
5541,1,2541,1,4,2,06.04.2023
5542,1,2542,1,5,2,06.04.2023
5543,1,2543,1,3,2,06.04.2023
5544,1,2544,1,4,2,06.04.2023
5545,1,2545,1,5,2,06.04.2023
5546,1,2546,1,4,2,06.04.2023
5547,1,2547,1,3,2,06.04.2023
5548,1,2548,1,4,2,06.04.2023
5549,1,2549,1,3,2,06.04.2023
5550,1,2550,1,4,2,06.04.2023
5551,1,2551,1,3,2,06.04.2023
5552,1,2552,1,4,2,06.04.2023
5553,1,2553,1,5,2,06.04.2023
5554,1,2554,1,3,2,06.04.2023
5555,1,2555,1,4,2,06.04.2023
5556,1,2556,1,4,2,06.04.2023
5557,1,2557,1,4,2,06.04.2023
5558,1,2558,1,5,2,06.04.2023
5559,1,2559,1,4,2,06.04.2023
5560,1,2560,1,3,2,06.04.2023
5561,1,2561,1,5,2,06.04.2023
5562,1,2562,1,5,2,06.04.2023
5563,1,2563,1,5,2,06.04.2023
5564,1,2564,1,3,2,06.04.2023
5565,1,2565,1,4,2,06.04.2023
5566,1,2566,1,4,2,06.04.2023
5567,1,2567,1,3,2,06.04.2023
5568,1,2568,1,4,2,06.04.2023
5569,1,2569,1,3,2,06.04.2023
5570,1,2570,1,3,2,06.04.2023
5571,1,2571,1,4,2,06.04.2023
5572,1,2572,1,5,2,06.04.2023
5573,1,2573,1,4,2,06.04.2023
5574,1,2574,1,3,2,06.04.2023
5575,1,2575,1,3,2,06.04.2023
5576,1,2576,1,5,2,06.04.2023
5577,1,2577,1,5,2,06.04.2023
5578,1,2578,1,5,2,06.04.2023
5579,1,2579,1,5,2,06.04.2023
5580,1,2580,1,5,2,06.04.2023
5581,1,2581,1,4,2,06.04.2023
5582,1,2582,1,4,2,06.04.2023
5583,1,2583,1,3,2,06.04.2023
5584,1,2584,1,4,2,06.04.2023
5585,1,2585,1,3,2,06.04.2023
5586,1,2586,1,4,2,06.04.2023
5587,1,2587,1,4,2,06.04.2023
5588,1,2588,1,4,2,06.04.2023
5589,1,2589,1,3,2,06.04.2023
5590,1,2590,1,3,2,06.04.2023
5591,1,2591,1,3,2,06.04.2023
5592,1,2592,1,4,2,06.04.2023
5593,1,2593,1,4,2,06.04.2023
5594,1,2594,1,3,2,06.04.2023
5595,1,2595,1,5,2,06.04.2023
5596,1,2596,1,5,2,06.04.2023
5597,1,2597,1,4,2,06.04.2023
5598,1,2598,1,4,2,06.04.2023
5599,1,2599,1,3,2,06.04.2023
5600,1,2600,1,4,2,06.04.2023
5601,1,2601,1,5,2,06.04.2023
5602,1,2602,1,5,2,06.04.2023
5603,1,2603,1,3,2,06.04.2023
5604,1,2604,1,4,2,06.04.2023
5605,1,2605,1,4,2,06.04.2023
5606,1,2606,1,4,2,06.04.2023
5607,1,2607,1,5,2,06.04.2023
5608,1,2608,1,4,2,06.04.2023
5609,1,2609,1,4,2,06.04.2023
5610,1,2610,1,4,2,06.04.2023
5611,1,2611,1,5,2,06.04.2023
5612,1,2612,1,5,2,06.04.2023
5613,1,2613,1,4,2,06.04.2023
5614,1,2614,1,3,2,06.04.2023
5615,1,2615,1,5,2,06.04.2023
5616,1,2616,1,4,2,06.04.2023
5617,1,2617,1,4,2,06.04.2023
5618,1,2618,1,3,2,06.04.2023
5619,1,2619,1,3,2,06.04.2023
5620,1,2620,1,5,2,06.04.2023
5621,1,2621,1,4,2,06.04.2023
5622,1,2622,1,4,2,06.04.2023
5623,1,2623,1,5,2,06.04.2023
5624,1,2624,1,5,2,06.04.2023
5625,1,2625,1,3,2,06.04.2023
5626,1,2626,1,5,2,06.04.2023
5627,1,2627,1,4,2,06.04.2023
5628,1,2628,1,5,2,06.04.2023
5629,1,2629,1,4,2,06.04.2023
5630,1,2630,1,5,2,06.04.2023
5631,1,2631,1,5,2,06.04.2023
5632,1,2632,1,4,2,06.04.2023
5633,1,2633,1,3,2,06.04.2023
5634,1,2634,1,4,2,06.04.2023
5635,1,2635,1,4,2,06.04.2023
5636,1,2636,1,5,2,06.04.2023
5637,1,2637,1,3,2,06.04.2023
5638,1,2638,1,4,2,06.04.2023
5639,1,2639,1,5,2,06.04.2023
5640,1,2640,1,4,2,06.04.2023
5641,1,2641,1,5,2,06.04.2023
5642,1,2642,1,4,2,06.04.2023
5643,1,2643,1,5,2,06.04.2023
5644,1,2644,1,4,2,06.04.2023
5645,1,2645,1,3,2,06.04.2023
5646,1,2646,1,5,2,06.04.2023
5647,1,2647,1,3,2,06.04.2023
5648,1,2648,1,4,2,06.04.2023
5649,1,2649,1,3,2,06.04.2023
5650,1,2650,1,4,2,06.04.2023
5651,1,2651,1,4,2,06.04.2023
5652,1,2652,1,4,2,06.04.2023
5653,1,2653,1,4,2,06.04.2023
5654,1,2654,1,5,2,06.04.2023
5655,1,2655,1,4,2,06.04.2023
5656,1,2656,1,4,2,06.04.2023
5657,1,2657,1,4,2,06.04.2023
5658,1,2658,1,3,2,06.04.2023
5659,1,2659,1,4,2,06.04.2023
5660,1,2660,1,5,2,06.04.2023
5661,1,2661,1,5,2,06.04.2023
5662,1,2662,1,4,2,06.04.2023
5663,1,2663,1,3,2,06.04.2023
5664,1,2664,1,3,2,06.04.2023
5665,1,2665,1,4,2,06.04.2023
5666,1,2666,1,4,2,06.04.2023
5667,1,2667,1,4,2,06.04.2023
5668,1,2668,1,4,2,06.04.2023
5669,1,2669,1,5,2,06.04.2023
5670,1,2670,1,5,2,06.04.2023
5671,1,2671,1,4,2,06.04.2023
5672,1,2672,1,4,2,06.04.2023
5673,1,2673,1,4,2,06.04.2023
5674,1,2674,1,5,2,06.04.2023
5675,1,2675,1,3,2,06.04.2023
5676,1,2676,1,4,2,06.04.2023
5677,1,2677,1,5,2,06.04.2023
5678,1,2678,1,3,2,06.04.2023
5679,1,2679,1,4,2,06.04.2023
5680,1,2680,1,3,2,06.04.2023
5681,1,2681,1,4,2,06.04.2023
5682,1,2682,1,4,2,06.04.2023
5683,1,2683,1,3,2,06.04.2023
5684,1,2684,1,4,2,06.04.2023
5685,1,2685,1,4,2,06.04.2023
5686,1,2686,1,5,2,06.04.2023
5687,1,2687,1,4,2,06.04.2023
5688,1,2688,1,4,2,06.04.2023
5689,1,2689,1,4,2,06.04.2023
5690,1,2690,1,4,2,06.04.2023
5691,1,2691,1,3,2,06.04.2023
5692,1,2692,1,3,2,06.04.2023
5693,1,2693,1,4,2,06.04.2023
5694,1,2694,1,4,2,06.04.2023
5695,1,2695,1,4,2,06.04.2023
5696,1,2696,1,5,2,06.04.2023
5697,1,2697,1,4,2,06.04.2023
5698,1,2698,1,3,2,06.04.2023
5699,1,2699,1,4,2,06.04.2023
5700,1,2700,1,5,2,06.04.2023
5701,1,2701,1,4,2,06.04.2023
5702,1,2702,1,4,2,06.04.2023
5703,1,2703,1,3,2,06.04.2023
5704,1,2704,1,3,2,06.04.2023
5705,1,2705,1,4,2,06.04.2023
5706,1,2706,1,4,2,06.04.2023
5707,1,2707,1,5,2,06.04.2023
5708,1,2708,1,3,2,06.04.2023
5709,1,2709,1,4,2,06.04.2023
5710,1,2710,1,5,2,06.04.2023
5711,1,2711,1,5,2,06.04.2023
5712,1,2712,1,3,2,06.04.2023
5713,1,2713,1,5,2,06.04.2023
5714,1,2714,1,3,2,06.04.2023
5715,1,2715,1,4,2,06.04.2023
5716,1,2716,1,3,2,06.04.2023
5717,1,2717,1,3,2,06.04.2023
5718,1,2718,1,3,2,06.04.2023
5719,1,2719,1,4,2,06.04.2023
5720,1,2720,1,4,2,06.04.2023
5721,1,2721,1,5,2,06.04.2023
5722,1,2722,1,3,2,06.04.2023
5723,1,2723,1,5,2,06.04.2023
5724,1,2724,1,3,2,06.04.2023
5725,1,2725,1,5,2,06.04.2023
5726,1,2726,1,4,2,06.04.2023
5727,1,2727,1,3,2,06.04.2023
5728,1,2728,1,5,2,06.04.2023
5729,1,2729,1,4,2,06.04.2023
5730,1,2730,1,4,2,06.04.2023
5731,1,2731,1,3,2,06.04.2023
5732,1,2732,1,3,2,06.04.2023
5733,1,2733,1,4,2,06.04.2023
5734,1,2734,1,4,2,06.04.2023
5735,1,2735,1,3,2,06.04.2023
5736,1,2736,1,4,2,06.04.2023
5737,1,2737,1,3,2,06.04.2023
5738,1,2738,1,4,2,06.04.2023
5739,1,2739,1,3,2,06.04.2023
5740,1,2740,1,4,2,06.04.2023
5741,1,2741,1,5,2,06.04.2023
5742,1,2742,1,3,2,06.04.2023
5743,1,2743,1,3,2,06.04.2023
5744,1,2744,1,4,2,06.04.2023
5745,1,2745,1,4,2,06.04.2023
5746,1,2746,1,5,2,06.04.2023
5747,1,2747,1,3,2,06.04.2023
5748,1,2748,1,3,2,06.04.2023
5749,1,2749,1,4,2,06.04.2023
5750,1,2750,1,3,2,06.04.2023
5751,1,2751,1,4,2,06.04.2023
5752,1,2752,1,5,2,06.04.2023
5753,1,2753,1,3,2,06.04.2023
5754,1,2754,1,5,2,06.04.2023
5755,1,2755,1,5,2,06.04.2023
5756,1,2756,1,4,2,06.04.2023
5757,1,2757,1,4,2,06.04.2023
5758,1,2758,1,5,2,06.04.2023
5759,1,2759,1,4,2,06.04.2023
5760,1,2760,1,4,2,06.04.2023
5761,1,2761,1,4,2,06.04.2023
5762,1,2762,1,3,2,06.04.2023
